Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount_IDR,Age,Gender,Location,Mobile_Banking_Status,Has_Credit_Card,Has_Mutual_Fund
TXN-003978,BNK-0130,2025-08-26,QRIS Payment,399000.0,52,Female,Surabaya,Active,1,0
TXN-003746,BNK-0439,2025-08-27,Transfer Out,564000.0,18,Female,Jabodetabek,Non-User,0,0
TXN-005530,BNK-0068,2025-08-27,QRIS Payment,79000.0,35,Male,Jabodetabek,Non-User,1,0
TXN-003093,BNK-0338,2025-08-27,QRIS Payment,406000.0,63,Female,Jabodetabek,Active,0,0
TXN-000840,BNK-0360,2025-08-27,Transfer Out,4848000.0,63,Male,Jabodetabek,Active,0,0
TXN-005629,BNK-0176,2025-08-27,Transfer Out,524000.0,45,Male,Bandung,Inactive,1,1
TXN-001009,BNK-0161,2025-08-27,Transfer Out,4248000.0,49,Female,Makassar,Active,0,0
TXN-001415,BNK-0224,2025-08-27,QRIS Payment,128000.0,55,Male,Jabodetabek,Active,0,0
TXN-004498,BNK-0237,2025-08-27,QRIS Payment,10000.0,20,Male,Bandung,Active,0,0
TXN-000412,BNK-0100,2025-08-27,QRIS Payment,378000.0,61,Female,Surabaya,Inactive,0,0
TXN-000826,BNK-0057,2025-08-27,Transfer Out,2502000.0,52,Female,Bandung,Active,0,1
TXN-000473,BNK-0132,2025-08-28,Transfer Out,2108000.0,64,Male,Surabaya,Active,1,0
TXN-004225,BNK-0238,2025-08-28,QRIS Payment,147000.0,37,Male,Jabodetabek,Non-User,0,1
TXN-002105,BNK-0314,2025-08-28,Transfer Out,4241000.0,63,Female,Jabodetabek,Active,0,0
TXN-000319,BNK-0452,2025-08-28,QRIS Payment,86000.0,20,Female,Bandung,Active,0,0
TXN-000587,BNK-0088,2025-08-28,QRIS Payment,238000.0,42,Male,Surabaya,Inactive,0,0
TXN-001395,BNK-0333,2025-08-28,Transfer Out,4183000.0,34,Male,Jabodetabek,Active,1,0
TXN-001336,BNK-0031,2025-08-28,ATM Withdrawal,551000.0,59,Male,Medan,Active,0,0
TXN-005109,BNK-0367,2025-08-28,Transfer Out,278000.0,44,Male,Makassar,Inactive,1,0
TXN-000445,BNK-0164,2025-08-28,QRIS Payment,447000.0,45,Male,Jabodetabek,Active,1,0
TXN-004986,BNK-0088,2025-08-28,Transfer Out,3080000.0,42,Male,Surabaya,Inactive,0,0
TXN-005074,BNK-0324,2025-08-28,Bill Payment,758000.0,47,Female,Makassar,Non-User,0,1
TXN-003028,BNK-0160,2025-08-28,Transfer Out,3501000.0,30,Male,Jabodetabek,Non-User,0,1
TXN-004576,BNK-0292,2025-08-28,QRIS Payment,183000.0,35,Female,Surabaya,Active,0,1
TXN-002181,BNK-0376,2025-08-29,QRIS Payment,48000.0,56,Female,Jabodetabek,Active,1,0
TXN-004399,BNK-0324,2025-08-29,Transfer Out,3649000.0,47,Female,Makassar,Non-User,0,1
TXN-002052,BNK-0337,2025-08-29,Transfer Out,4689000.0,46,Male,Bandung,Non-User,0,0
TXN-001576,BNK-0265,2025-08-29,QRIS Payment,440000.0,19,Male,Jabodetabek,Active,0,1
TXN-005990,BNK-0092,2025-08-29,Transfer Out,642000.0,32,Female,Medan,Active,0,0
TXN-005427,BNK-0225,2025-08-29,Bill Payment,178000.0,41,Male,Surabaya,Inactive,1,1
TXN-003132,BNK-0214,2025-08-29,Bill Payment,237000.0,36,Female,Jabodetabek,Active,0,0
TXN-005154,BNK-0031,2025-08-29,QRIS Payment,271000.0,59,Male,Medan,Active,0,0
TXN-003957,BNK-0474,2025-08-29,QRIS Payment,89000.0,47,Male,Surabaya,Inactive,0,0
TXN-005731,BNK-0415,2025-08-29,QRIS Payment,475000.0,56,Male,Jabodetabek,Inactive,0,1
TXN-004703,BNK-0414,2025-08-29,QRIS Payment,475000.0,22,Male,Jabodetabek,Active,0,0
TXN-005641,BNK-0002,2025-08-30,Transfer Out,2398000.0,46,Female,Jabodetabek,Inactive,0,0
TXN-004021,BNK-0047,2025-08-30,Transfer Out,534000.0,26,Female,Jabodetabek,Active,0,0
TXN-005976,BNK-0210,2025-08-30,Transfer Out,2485000.0,54,Female,Jabodetabek,Active,0,0
TXN-005682,BNK-0390,2025-08-30,Transfer Out,4879000.0,63,Female,Jabodetabek,Active,0,0
TXN-001521,BNK-0423,2025-08-30,QRIS Payment,132000.0,57,Male,Jabodetabek,Inactive,1,0
TXN-002549,BNK-0075,2025-08-30,QRIS Payment,328000.0,48,Male,Jabodetabek,Active,1,0
TXN-002760,BNK-0161,2025-08-30,ATM Withdrawal,298000.0,49,Female,Makassar,Active,0,0
TXN-000552,BNK-0137,2025-08-30,QRIS Payment,317000.0,43,Female,Makassar,Active,1,0
TXN-003358,BNK-0276,2025-08-30,QRIS Payment,122000.0,20,Male,Jabodetabek,Active,0,0
TXN-005294,BNK-0338,2025-08-31,Transfer Out,970000.0,63,Female,Jabodetabek,Active,0,0
TXN-002478,BNK-0243,2025-08-31,QRIS Payment,111000.0,36,Male,Makassar,Active,0,1
TXN-002864,BNK-0235,2025-08-31,ATM Withdrawal,216000.0,33,Female,Jabodetabek,Active,0,0
TXN-005116,BNK-0396,2025-08-31,Bill Payment,498000.0,45,Female,Jabodetabek,Active,0,0
TXN-000246,BNK-0390,2025-08-31,ATM Withdrawal,1461000.0,63,Female,Jabodetabek,Active,0,0
TXN-005687,BNK-0349,2025-08-31,Transfer Out,726000.0,38,Female,Jabodetabek,Active,0,0
TXN-002554,BNK-0459,2025-08-31,Transfer Out,1289000.0,31,Female,Jabodetabek,Active,0,0
TXN-005664,BNK-0069,2025-08-31,QRIS Payment,170000.0,43,Male,Jabodetabek,Active,0,0
TXN-002066,BNK-0267,2025-08-31,Bill Payment,411000.0,29,Male,Jabodetabek,Active,0,0
TXN-002624,BNK-0020,2025-08-31,Transfer Out,2523000.0,61,Female,Surabaya,Active,0,0
TXN-002202,BNK-0180,2025-08-31,Bill Payment,69000.0,18,Female,Bandung,Active,0,0
TXN-000210,BNK-0474,2025-09-01,Transfer Out,4927000.0,47,Male,Surabaya,Inactive,0,0
TXN-004137,BNK-0087,2025-09-01,QRIS Payment,387000.0,43,Male,Medan,Non-User,0,1
TXN-002037,BNK-0212,2025-09-01,QRIS Payment,365000.0,50,Female,Jabodetabek,Non-User,0,0
TXN-004714,BNK-0300,2025-09-01,Transfer Out,1059000.0,50,Female,Jabodetabek,Active,0,0
TXN-005940,BNK-0051,2025-09-01,QRIS Payment,78000.0,45,Female,Surabaya,Active,0,0
TXN-005824,BNK-0044,2025-09-01,Transfer Out,2247000.0,21,Female,Medan,Active,1,0
TXN-004952,BNK-0038,2025-09-01,QRIS Payment,83000.0,54,Female,Jabodetabek,Inactive,0,0
TXN-005525,BNK-0267,2025-09-01,Transfer Out,3172000.0,29,Male,Jabodetabek,Active,0,0
TXN-002433,BNK-0359,2025-09-01,Bill Payment,1035000.0,57,Female,Makassar,Active,0,0
TXN-001358,BNK-0065,2025-09-01,QRIS Payment,324000.0,59,Male,Jabodetabek,Active,0,1
TXN-001298,BNK-0072,2025-09-01,Bill Payment,482000.0,27,Male,Jabodetabek,Inactive,0,0
TXN-005060,BNK-0480,2025-09-01,Transfer Out,1438000.0,51,Female,Jabodetabek,Active,1,0
TXN-002637,BNK-0042,2025-09-02,QRIS Payment,387000.0,56,Female,Surabaya,Inactive,1,0
TXN-004979,BNK-0304,2025-09-02,QRIS Payment,153000.0,38,Male,Bandung,Non-User,0,0
TXN-004300,BNK-0410,2025-09-02,Transfer Out,164000.0,50,Female,Medan,Inactive,0,0
TXN-002279,BNK-0290,2025-09-02,Transfer Out,2480000.0,42,Female,Medan,Active,1,0
TXN-004545,BNK-0075,2025-09-02,Transfer Out,3557000.0,48,Male,Jabodetabek,Active,1,0
TXN-005006,BNK-0478,2025-09-02,Bill Payment,290000.0,22,Female,Jabodetabek,Active,0,0
TXN-005608,BNK-0384,2025-09-02,QRIS Payment,214000.0,24,Female,Surabaya,Active,0,0
TXN-004186,BNK-0304,2025-09-02,Bill Payment,940000.0,38,Male,Bandung,Non-User,0,0
TXN-004613,BNK-0218,2025-09-02,QRIS Payment,190000.0,49,Male,Makassar,Active,0,0
TXN-003054,BNK-0148,2025-09-02,Transfer Out,2743000.0,56,Female,Jabodetabek,Inactive,0,0
TXN-005464,BNK-0125,2025-09-02,QRIS Payment,39000.0,57,Male,Surabaya,Active,0,0
TXN-004011,BNK-0073,2025-09-02,ATM Withdrawal,183000.0,53,Male,Jabodetabek,Active,0,0
TXN-001981,BNK-0246,2025-09-02,QRIS Payment,59000.0,24,Male,Bandung,Inactive,0,0
TXN-001056,BNK-0091,2025-09-02,QRIS Payment,40000.0,46,Male,Jabodetabek,Non-User,0,0
TXN-005209,BNK-0320,2025-09-03,Bill Payment,872000.0,44,Male,Jabodetabek,Non-User,1,0
TXN-002821,BNK-0018,2025-09-03,QRIS Payment,377000.0,19,Male,Jabodetabek,Active,0,0
TXN-001093,BNK-0256,2025-09-03,QRIS Payment,418000.0,42,Male,Medan,Inactive,0,0
TXN-001107,BNK-0029,2025-09-03,QRIS Payment,363000.0,42,Female,Bandung,Active,1,0
TXN-005804,BNK-0198,2025-09-03,Bill Payment,1413000.0,41,Female,Surabaya,Non-User,0,0
TXN-000727,BNK-0399,2025-09-03,QRIS Payment,339000.0,49,Male,Jabodetabek,Active,0,1
TXN-003259,BNK-0345,2025-09-03,QRIS Payment,290000.0,63,Male,Surabaya,Inactive,1,1
TXN-001081,BNK-0086,2025-09-03,QRIS Payment,231000.0,41,Female,Medan,Inactive,1,0
TXN-004099,BNK-0334,2025-09-03,ATM Withdrawal,422000.0,61,Female,Medan,Active,0,0
TXN-002685,BNK-0054,2025-09-03,Transfer Out,1380000.0,61,Male,Jabodetabek,Non-User,0,0
TXN-004298,BNK-0393,2025-09-03,QRIS Payment,213000.0,29,Male,Surabaya,Non-User,0,0
TXN-003597,BNK-0485,2025-09-03,QRIS Payment,354000.0,18,Male,Jabodetabek,Active,0,0
TXN-005535,BNK-0394,2025-09-03,QRIS Payment,41000.0,40,Female,Jabodetabek,Inactive,0,0
TXN-004590,BNK-0063,2025-09-04,Transfer Out,4810000.0,19,Male,Jabodetabek,Non-User,0,0
TXN-005113,BNK-0227,2025-09-04,QRIS Payment,293000.0,51,Male,Makassar,Active,0,0
TXN-005341,BNK-0469,2025-09-04,Bill Payment,116000.0,43,Male,Surabaya,Non-User,1,0
TXN-005722,BNK-0052,2025-09-04,ATM Withdrawal,1109000.0,64,Female,Jabodetabek,Active,0,1
TXN-005635,BNK-0442,2025-09-04,Transfer Out,3314000.0,49,Female,Jabodetabek,Active,1,0
TXN-002516,BNK-0355,2025-09-04,QRIS Payment,170000.0,42,Female,Jabodetabek,Active,0,0
TXN-001453,BNK-0096,2025-09-04,QRIS Payment,31000.0,24,Male,Jabodetabek,Inactive,0,0
TXN-003330,BNK-0376,2025-09-04,ATM Withdrawal,127000.0,56,Female,Jabodetabek,Active,1,0
TXN-000041,BNK-0494,2025-09-05,QRIS Payment,355000.0,49,Male,Medan,Active,1,0
TXN-003546,BNK-0387,2025-09-05,QRIS Payment,90000.0,37,Female,Makassar,Inactive,0,0
TXN-001646,BNK-0214,2025-09-05,Transfer Out,3096000.0,36,Female,Jabodetabek,Active,0,0
TXN-003634,BNK-0342,2025-09-05,Bill Payment,1044000.0,54,Male,Jabodetabek,Active,1,1
TXN-003512,BNK-0048,2025-09-05,QRIS Payment,68000.0,43,Male,Jabodetabek,Non-User,1,0
TXN-003427,BNK-0010,2025-09-05,QRIS Payment,163000.0,28,Male,Jabodetabek,Active,1,0
TXN-001621,BNK-0371,2025-09-05,QRIS Payment,247000.0,34,Female,Jabodetabek,Active,0,1
TXN-004982,BNK-0166,2025-09-05,Transfer Out,1408000.0,59,Male,Medan,Active,0,0
TXN-005961,BNK-0186,2025-09-05,QRIS Payment,31000.0,23,Female,Jabodetabek,Active,0,0
TXN-002174,BNK-0141,2025-09-06,Transfer Out,4647000.0,26,Male,Medan,Active,0,0
TXN-003637,BNK-0278,2025-09-06,QRIS Payment,26000.0,41,Male,Surabaya,Non-User,0,0
TXN-001903,BNK-0407,2025-09-06,ATM Withdrawal,1759000.0,32,Male,Surabaya,Active,1,0
TXN-004968,BNK-0468,2025-09-06,ATM Withdrawal,437000.0,43,Male,Jabodetabek,Active,1,1
TXN-001092,BNK-0207,2025-09-06,QRIS Payment,43000.0,19,Female,Jabodetabek,Inactive,1,0
TXN-004954,BNK-0393,2025-09-06,QRIS Payment,28000.0,29,Male,Surabaya,Non-User,0,0
TXN-000526,BNK-0319,2025-09-06,Bill Payment,1137000.0,25,Female,Makassar,Active,0,0
TXN-004196,BNK-0023,2025-09-06,Transfer Out,2904000.0,19,Female,Bandung,Inactive,1,0
TXN-000716,BNK-0234,2025-09-06,Bill Payment,144000.0,23,Male,Jabodetabek,Active,0,0
TXN-002358,BNK-0283,2025-09-06,Bill Payment,468000.0,53,Male,Jabodetabek,Active,0,1
TXN-002167,BNK-0367,2025-09-06,Transfer Out,2404000.0,44,Male,Makassar,Inactive,1,0
TXN-004236,BNK-0257,2025-09-06,QRIS Payment,480000.0,40,Female,Jabodetabek,Active,1,0
TXN-005892,BNK-0107,2025-09-07,Bill Payment,1363000.0,52,Male,Surabaya,Non-User,0,0
TXN-002847,BNK-0249,2025-09-07,Transfer Out,882000.0,57,Male,Bandung,Non-User,1,0
TXN-000318,BNK-0167,2025-09-07,QRIS Payment,314000.0,62,Male,Jabodetabek,Inactive,1,1
TXN-005835,BNK-0264,2025-09-07,ATM Withdrawal,720000.0,43,Male,Surabaya,Inactive,0,0
TXN-002922,BNK-0416,2025-09-07,Transfer Out,1201000.0,21,Female,Makassar,Active,0,0
TXN-003184,BNK-0296,2025-09-07,Transfer Out,201000.0,52,Male,Medan,Active,0,0
TXN-003091,BNK-0440,2025-09-07,Transfer Out,4923000.0,64,Male,Makassar,Inactive,0,0
TXN-005312,BNK-0210,2025-09-07,QRIS Payment,492000.0,54,Female,Jabodetabek,Active,0,0
TXN-001999,BNK-0464,2025-09-07,ATM Withdrawal,709000.0,63,Female,Jabodetabek,Active,0,0
TXN-004520,BNK-0357,2025-09-08,QRIS Payment,74000.0,48,Male,Surabaya,Non-User,0,0
TXN-002409,BNK-0226,2025-09-08,Transfer Out,956000.0,22,Male,Jabodetabek,Active,0,0
TXN-005798,BNK-0003,2025-09-08,QRIS Payment,271000.0,32,Female,Jabodetabek,Inactive,0,0
TXN-004884,BNK-0196,2025-09-08,Transfer Out,2609000.0,49,Male,Jabodetabek,Active,0,0
TXN-003318,BNK-0191,2025-09-08,Transfer Out,3834000.0,50,Female,Makassar,Inactive,1,0
TXN-005353,BNK-0144,2025-09-09,Transfer Out,706000.0,43,Male,Surabaya,Active,0,1
TXN-002590,BNK-0167,2025-09-09,Transfer Out,2228000.0,62,Male,Jabodetabek,Inactive,1,1
TXN-005964,BNK-0230,2025-09-09,Bill Payment,473000.0,28,Female,Surabaya,Non-User,0,0
TXN-002392,BNK-0363,2025-09-09,QRIS Payment,433000.0,64,Female,Jabodetabek,Inactive,1,0
TXN-003197,BNK-0425,2025-09-09,QRIS Payment,90000.0,30,Female,Jabodetabek,Inactive,0,0
TXN-002485,BNK-0400,2025-09-09,QRIS Payment,152000.0,40,Male,Bandung,Inactive,0,1
TXN-002366,BNK-0182,2025-09-10,QRIS Payment,130000.0,30,Female,Surabaya,Active,1,0
TXN-001305,BNK-0110,2025-09-10,Transfer Out,3443000.0,59,Female,Makassar,Inactive,0,0
TXN-002313,BNK-0302,2025-09-10,QRIS Payment,276000.0,50,Male,Bandung,Active,0,0
TXN-002810,BNK-0489,2025-09-10,QRIS Payment,171000.0,33,Male,Medan,Active,0,0
TXN-004499,BNK-0497,2025-09-10,Transfer Out,3208000.0,41,Female,Jabodetabek,Inactive,0,1
TXN-004206,BNK-0405,2025-09-10,Transfer Out,3506000.0,59,Female,Jabodetabek,Inactive,0,0
TXN-001020,BNK-0163,2025-09-10,QRIS Payment,385000.0,39,Female,Makassar,Active,0,0
TXN-001005,BNK-0340,2025-09-10,Bill Payment,554000.0,52,Male,Jabodetabek,Active,1,0
TXN-001248,BNK-0212,2025-09-10,Transfer Out,4328000.0,50,Female,Jabodetabek,Non-User,0,0
TXN-003696,BNK-0354,2025-09-10,Bill Payment,349000.0,35,Female,Jabodetabek,Non-User,0,0
TXN-005600,BNK-0434,2025-09-10,Transfer Out,3899000.0,43,Female,Jabodetabek,Active,1,0
TXN-001946,BNK-0317,2025-09-10,QRIS Payment,216000.0,55,Female,Bandung,Active,0,1
TXN-005428,BNK-0073,2025-09-10,QRIS Payment,229000.0,53,Male,Jabodetabek,Active,0,0
TXN-000726,BNK-0118,2025-09-10,QRIS Payment,500000.0,51,Female,Surabaya,Active,0,0
TXN-000431,BNK-0278,2025-09-10,QRIS Payment,62000.0,41,Male,Surabaya,Non-User,0,0
TXN-000743,BNK-0490,2025-09-10,QRIS Payment,172000.0,41,Female,Surabaya,Inactive,0,0
TXN-002855,BNK-0155,2025-09-10,QRIS Payment,102000.0,62,Male,Jabodetabek,Inactive,0,1
TXN-000807,BNK-0499,2025-09-10,Transfer Out,2716000.0,52,Female,Medan,Inactive,1,0
TXN-005846,BNK-0331,2025-09-10,QRIS Payment,486000.0,21,Female,Jabodetabek,Active,0,1
TXN-003339,BNK-0246,2025-09-10,ATM Withdrawal,345000.0,24,Male,Bandung,Inactive,0,0
TXN-004799,BNK-0120,2025-09-11,QRIS Payment,459000.0,40,Female,Bandung,Active,0,0
TXN-002505,BNK-0372,2025-09-11,QRIS Payment,142000.0,57,Female,Jabodetabek,Active,0,0
TXN-003148,BNK-0352,2025-09-11,Transfer Out,536000.0,50,Male,Bandung,Active,0,0
TXN-005342,BNK-0493,2025-09-11,Transfer Out,2392000.0,45,Male,Jabodetabek,Non-User,0,1
TXN-001799,BNK-0237,2025-09-11,Transfer Out,1250000.0,20,Male,Bandung,Active,0,0
TXN-003784,BNK-0291,2025-09-11,QRIS Payment,334000.0,46,Female,Surabaya,Active,0,0
TXN-002271,BNK-0126,2025-09-11,QRIS Payment,167000.0,39,Male,Jabodetabek,Inactive,0,0
TXN-003064,BNK-0319,2025-09-11,ATM Withdrawal,1529000.0,25,Female,Makassar,Active,0,0
TXN-000498,BNK-0047,2025-09-11,QRIS Payment,91000.0,26,Female,Jabodetabek,Active,0,0
TXN-005774,BNK-0352,2025-09-11,QRIS Payment,43000.0,50,Male,Bandung,Active,0,0
TXN-003799,BNK-0016,2025-09-11,Bill Payment,841000.0,20,Male,Surabaya,Active,0,0
TXN-002755,BNK-0381,2025-09-12,QRIS Payment,476000.0,42,Female,Bandung,Inactive,0,0
TXN-000068,BNK-0181,2025-09-12,Transfer Out,209000.0,44,Male,Jabodetabek,Active,0,0
TXN-003530,BNK-0116,2025-09-12,QRIS Payment,233000.0,25,Female,Jabodetabek,Inactive,0,0
TXN-003526,BNK-0095,2025-09-12,Transfer Out,4754000.0,42,Male,Jabodetabek,Inactive,0,0
TXN-003298,BNK-0069,2025-09-12,QRIS Payment,156000.0,43,Male,Jabodetabek,Active,0,0
TXN-004004,BNK-0042,2025-09-12,Transfer Out,3037000.0,56,Female,Surabaya,Inactive,1,0
TXN-002118,BNK-0459,2025-09-12,Bill Payment,934000.0,31,Female,Jabodetabek,Active,0,0
TXN-004614,BNK-0273,2025-09-12,Transfer Out,2932000.0,52,Male,Surabaya,Non-User,0,0
TXN-002464,BNK-0148,2025-09-12,QRIS Payment,181000.0,56,Female,Jabodetabek,Inactive,0,0
TXN-002758,BNK-0475,2025-09-12,Transfer Out,4253000.0,54,Female,Jabodetabek,Active,0,0
TXN-004856,BNK-0258,2025-09-12,QRIS Payment,196000.0,48,Female,Jabodetabek,Inactive,0,0
TXN-001905,BNK-0418,2025-09-12,QRIS Payment,229000.0,62,Female,Jabodetabek,Inactive,1,0
TXN-001085,BNK-0408,2025-09-12,QRIS Payment,214000.0,60,Female,Jabodetabek,Active,0,0
TXN-005002,BNK-0146,2025-09-13,Transfer Out,2835000.0,30,Female,Medan,Active,0,0
TXN-004271,BNK-0309,2025-09-13,QRIS Payment,340000.0,34,Male,Surabaya,Active,0,0
TXN-003456,BNK-0090,2025-09-13,QRIS Payment,299000.0,58,Female,Surabaya,Inactive,1,0
TXN-004802,BNK-0431,2025-09-13,Transfer Out,4746000.0,45,Female,Surabaya,Active,1,0
TXN-003000,BNK-0494,2025-09-13,QRIS Payment,245000.0,49,Male,Medan,Active,1,0
TXN-002526,BNK-0397,2025-09-13,Bill Payment,346000.0,51,Female,Jabodetabek,Active,0,0
TXN-002415,BNK-0321,2025-09-13,QRIS Payment,101000.0,44,Male,Surabaya,Inactive,1,1
TXN-002001,BNK-0286,2025-09-13,Transfer Out,759000.0,37,Female,Surabaya,Inactive,0,0
TXN-000097,BNK-0342,2025-09-13,Transfer Out,4981000.0,54,Male,Jabodetabek,Active,1,1
TXN-002769,BNK-0427,2025-09-13,QRIS Payment,450000.0,47,Male,Jabodetabek,Active,0,0
TXN-001186,BNK-0417,2025-09-14,Transfer Out,143000.0,23,Female,Jabodetabek,Active,0,0
TXN-002675,BNK-0421,2025-09-14,QRIS Payment,357000.0,64,Male,Surabaya,Active,0,0
TXN-004027,BNK-0155,2025-09-14,Bill Payment,1318000.0,62,Male,Jabodetabek,Inactive,0,1
TXN-003603,BNK-0427,2025-09-14,ATM Withdrawal,1286000.0,47,Male,Jabodetabek,Active,0,0
TXN-000369,BNK-0291,2025-09-14,QRIS Payment,11000.0,46,Female,Surabaya,Active,0,0
TXN-001546,BNK-0149,2025-09-14,ATM Withdrawal,1794000.0,49,Female,Jabodetabek,Inactive,1,1
TXN-001876,BNK-0145,2025-09-14,Bill Payment,989000.0,59,Female,Surabaya,Active,0,0
TXN-002971,BNK-0316,2025-09-14,QRIS Payment,484000.0,55,Male,Jabodetabek,Active,0,1
TXN-002602,BNK-0086,2025-09-14,QRIS Payment,482000.0,41,Female,Medan,Inactive,1,0
TXN-002477,BNK-0104,2025-09-14,Transfer Out,1073000.0,34,Male,Jabodetabek,Active,0,0
TXN-001433,BNK-0072,2025-09-14,QRIS Payment,369000.0,27,Male,Jabodetabek,Inactive,0,0
TXN-001414,BNK-0345,2025-09-14,QRIS Payment,311000.0,63,Male,Surabaya,Inactive,1,1
TXN-001334,BNK-0278,2025-09-14,QRIS Payment,211000.0,41,Male,Surabaya,Non-User,0,0
TXN-001172,BNK-0104,2025-09-14,QRIS Payment,77000.0,34,Male,Jabodetabek,Active,0,0
TXN-000356,BNK-0082,2025-09-15,QRIS Payment,97000.0,33,Male,Medan,Active,0,0
TXN-005479,BNK-0404,2025-09-15,Transfer Out,561000.0,39,Female,Jabodetabek,Active,0,0
TXN-002305,BNK-0130,2025-09-15,QRIS Payment,397000.0,52,Female,Surabaya,Active,1,0
TXN-005266,BNK-0349,2025-09-15,QRIS Payment,335000.0,38,Female,Jabodetabek,Active,0,0
TXN-001786,BNK-0451,2025-09-15,Transfer Out,1474000.0,46,Male,Jabodetabek,Active,0,0
TXN-001678,BNK-0456,2025-09-15,QRIS Payment,105000.0,54,Male,Bandung,Inactive,0,1
TXN-003124,BNK-0496,2025-09-15,QRIS Payment,272000.0,37,Male,Jabodetabek,Active,1,1
TXN-004913,BNK-0283,2025-09-15,Transfer Out,2583000.0,53,Male,Jabodetabek,Active,0,1
TXN-004359,BNK-0287,2025-09-15,QRIS Payment,244000.0,52,Female,Medan,Inactive,0,0
TXN-004951,BNK-0402,2025-09-15,Transfer Out,292000.0,42,Female,Jabodetabek,Active,0,0
TXN-005423,BNK-0166,2025-09-16,Bill Payment,1017000.0,59,Male,Medan,Active,0,0
TXN-005472,BNK-0314,2025-09-16,QRIS Payment,251000.0,63,Female,Jabodetabek,Active,0,0
TXN-004765,BNK-0306,2025-09-16,QRIS Payment,441000.0,25,Male,Jabodetabek,Non-User,1,0
TXN-003496,BNK-0123,2025-09-16,QRIS Payment,427000.0,52,Female,Bandung,Active,1,0
TXN-000162,BNK-0321,2025-09-16,Transfer Out,3174000.0,44,Male,Surabaya,Inactive,1,1
TXN-002681,BNK-0269,2025-09-16,Transfer Out,3618000.0,54,Female,Bandung,Inactive,1,0
TXN-003898,BNK-0314,2025-09-16,QRIS Payment,333000.0,63,Female,Jabodetabek,Active,0,0
TXN-002135,BNK-0331,2025-09-16,QRIS Payment,104000.0,21,Female,Jabodetabek,Active,0,1
TXN-005576,BNK-0036,2025-09-16,Transfer Out,2160000.0,61,Male,Medan,Active,1,1
TXN-002776,BNK-0457,2025-09-16,QRIS Payment,75000.0,39,Male,Jabodetabek,Inactive,0,1
TXN-002778,BNK-0291,2025-09-16,Transfer Out,420000.0,46,Female,Surabaya,Active,0,0
TXN-001845,BNK-0052,2025-09-16,Bill Payment,1409000.0,64,Female,Jabodetabek,Active,0,1
TXN-005791,BNK-0071,2025-09-16,Transfer Out,364000.0,51,Female,Makassar,Active,0,0
TXN-003460,BNK-0184,2025-09-16,QRIS Payment,196000.0,20,Male,Surabaya,Active,0,0
TXN-001951,BNK-0050,2025-09-17,QRIS Payment,194000.0,37,Female,Jabodetabek,Active,0,1
TXN-003105,BNK-0253,2025-09-17,Bill Payment,597000.0,18,Female,Surabaya,Active,0,0
TXN-005316,BNK-0458,2025-09-17,Transfer Out,4455000.0,46,Male,Jabodetabek,Active,0,0
TXN-001794,BNK-0203,2025-09-17,QRIS Payment,467000.0,20,Male,Jabodetabek,Inactive,1,0
TXN-002894,BNK-0098,2025-09-17,Transfer Out,1369000.0,41,Male,Bandung,Inactive,0,0
TXN-001559,BNK-0053,2025-09-17,QRIS Payment,191000.0,24,Female,Surabaya,Active,0,0
TXN-002753,BNK-0391,2025-09-17,Transfer Out,4206000.0,33,Female,Jabodetabek,Active,0,0
TXN-005219,BNK-0016,2025-09-17,Transfer Out,4080000.0,20,Male,Surabaya,Active,0,0
TXN-004425,BNK-0339,2025-09-17,QRIS Payment,371000.0,23,Female,Bandung,Non-User,0,0
TXN-002779,BNK-0008,2025-09-17,QRIS Payment,288000.0,36,Male,Makassar,Active,0,0
TXN-005952,BNK-0251,2025-09-17,Bill Payment,1374000.0,35,Female,Jabodetabek,Active,1,0
TXN-002509,BNK-0379,2025-09-17,QRIS Payment,441000.0,43,Male,Medan,Inactive,0,0
TXN-000241,BNK-0339,2025-09-17,QRIS Payment,215000.0,23,Female,Bandung,Non-User,0,0
TXN-001826,BNK-0456,2025-09-18,Transfer Out,917000.0,54,Male,Bandung,Inactive,0,1
TXN-000081,BNK-0188,2025-09-18,Bill Payment,853000.0,44,Female,Jabodetabek,Inactive,1,1
TXN-004073,BNK-0408,2025-09-18,QRIS Payment,55000.0,60,Female,Jabodetabek,Active,0,0
TXN-001346,BNK-0266,2025-09-18,Transfer Out,1871000.0,18,Female,Jabodetabek,Active,1,0
TXN-000293,BNK-0283,2025-09-18,Transfer Out,3204000.0,53,Male,Jabodetabek,Active,0,1
TXN-003378,BNK-0340,2025-09-18,Transfer Out,2759000.0,52,Male,Jabodetabek,Active,1,0
TXN-005166,BNK-0226,2025-09-18,QRIS Payment,124000.0,22,Male,Jabodetabek,Active,0,0
TXN-002981,BNK-0408,2025-09-18,Bill Payment,156000.0,60,Female,Jabodetabek,Active,0,0
TXN-005772,BNK-0047,2025-09-18,QRIS Payment,96000.0,26,Female,Jabodetabek,Active,0,0
TXN-005551,BNK-0026,2025-09-18,QRIS Payment,438000.0,29,Male,Jabodetabek,Active,1,0
TXN-002995,BNK-0012,2025-09-18,QRIS Payment,443000.0,41,Female,Jabodetabek,Active,0,0
TXN-005555,BNK-0079,2025-09-18,QRIS Payment,28000.0,40,Male,Jabodetabek,Non-User,1,0
